lang,problem,model,experiment,pass@1,pass@10,pass@100
scala,HumanEval_91_is_bored,davinci,reworded,0.00,0.50,1.00
rb,HumanEval_79_decimal_to_binary,davinci,remove,0.45,NA,NA
rb,HumanEval_130_tri,incoder,remove,0.00,NA,NA
php,HumanEval_63_fibfib,incoder,remove,0.66,NA,NA
r,HumanEval_16_count_distinct_characters,davinci,remove,0.00,NA,NA
cpp,HumanEval_47_median,davinci,remove,0.03,NA,NA
scala,HumanEval_110_exchange,incoder,remove,0.00,NA,NA
ts,HumanEval_71_triangle_area,davinci,reworded,0.10,0.95,1.00
rkt,HumanEval_111_histogram,incoder,remove,0.00,NA,NA
jl,HumanEval_21_rescale_to_unit,davinci,keep,0.97,NA,NA
scala,HumanEval_25_factorize,davinci,keep,0.83,NA,NA
rs,HumanEval_64_vowels_count,davinci,transform,0.00,NA,NA
cs,HumanEval_153_Strongest_Extension,davinci,reworded,0.01,0.57,1.00
ts,HumanEval_57_monotonic,incoder,remove,0.02,NA,NA
pl,HumanEval_46_fib4,incoder,keep,0.00,NA,NA
rb,HumanEval_48_is_palindrome,incoder,reworded,0.00,0.84,1.00
rb,HumanEval_8_sum_product,incoder,reworded,0.00,0.76,1.00
go,HumanEval_16_count_distinct_characters,davinci,remove,0.00,NA,NA
pl,HumanEval_40_triples_sum_to_zero,incoder,transform,0.00,NA,NA
jl,HumanEval_76_is_simple_power,incoder,keep,0.00,NA,NA
js,HumanEval_136_largest_smallest_integers,incoder,remove,0.16,NA,NA
lua,HumanEval_7_filter_by_substring,davinci,reworded,1.00,1.00,1.00
go,HumanEval_55_fib,davinci,reworded,1.00,1.00,1.00
d,HumanEval_120_maximum,davinci,reworded,0.00,0.05,0.50
java,HumanEval_71_triangle_area,davinci,keep,0.01,NA,NA
lua,HumanEval_162_string_to_md5,davinci,reworded,0.00,0.05,0.50
js,HumanEval_9_rolling_max,davinci,transform,0.73,NA,NA
cs,HumanEval_142_sum_squares,davinci,remove,0.99,NA,NA
rkt,HumanEval_82_prime_length,davinci,reworded,0.08,0.60,1.00
d,HumanEval_117_select_words,incoder,remove,0.00,NA,NA
jl,HumanEval_126_is_sorted,davinci,transform,0.00,NA,NA
java,HumanEval_66_digitSum,incoder,reworded,0.00,0.38,1.00
jl,HumanEval_104_unique_digits,davinci,transform,0.21,NA,NA
pl,HumanEval_132_is_nested,davinci,keep,0.00,NA,NA
py,HumanEval_10_make_palindrome,incoder,reworded,0.00,0.00,0.00
d,HumanEval_26_remove_duplicates,incoder,reworded,0.00,0.00,0.00
js,HumanEval_128_prod_signs,incoder,reworded,0.00,0.00,0.00
rb,HumanEval_29_filter_by_prefix,incoder,reworded,1.00,1.00,1.00
cpp,HumanEval_90_next_smallest,davinci,transform,0.90,NA,NA
py,HumanEval_94_skjkasdkd,incoder,remove,0.00,NA,NA
java,HumanEval_56_correct_bracketing,davinci,remove,0.90,NA,NA
d,HumanEval_3_below_zero,davinci,transform,0.99,NA,NA
js,HumanEval_144_simplify,incoder,keep,0.00,NA,NA
sh,HumanEval_41_car_race_collision,davinci,keep,0.01,NA,NA
cs,HumanEval_20_find_closest_elements,davinci,transform,0.09,NA,NA
pl,HumanEval_73_smallest_change,davinci,remove,0.95,NA,NA
rkt,HumanEval_68_pluck,davinci,transform,0.01,NA,NA
r,HumanEval_61_correct_bracketing,incoder,remove,0.00,NA,NA
js,HumanEval_123_get_odd_collatz,davinci,keep,0.00,NA,NA
r,HumanEval_121_solution,davinci,remove,0.00,NA,NA
r,HumanEval_69_search,incoder,transform,0.00,NA,NA
php,HumanEval_88_sort_array,incoder,keep,0.01,NA,NA
ts,HumanEval_37_sort_even,davinci,remove,0.18,NA,NA
cs,HumanEval_67_fruit_distribution,incoder,reworded,0.00,0.00,0.00
lua,HumanEval_143_words_in_sentence,incoder,remove,0.00,NA,NA
swift,HumanEval_101_words_string,davinci,remove,0.00,NA,NA
sh,HumanEval_53_add,davinci,transform,1.00,NA,NA
py,HumanEval_35_max_element,davinci,transform,1.00,NA,NA
d,HumanEval_71_triangle_area,incoder,transform,0.00,NA,NA
swift,HumanEval_99_closest_integer,incoder,transform,0.00,NA,NA
ts,HumanEval_41_car_race_collision,incoder,keep,0.00,NA,NA
py,HumanEval_150_x_or_y,davinci,transform,0.00,NA,NA
swift,HumanEval_117_select_words,incoder,reworded,0.00,0.00,0.00
lua,HumanEval_83_starts_one_ends,incoder,transform,0.00,NA,NA
r,HumanEval_33_sort_third,davinci,transform,0.00,NA,NA
scala,HumanEval_27_flip_case,incoder,transform,0.22,NA,NA
go,HumanEval_60_sum_to_n,incoder,reworded,0.61,1.00,1.00
rkt,HumanEval_90_next_smallest,davinci,remove,0.01,NA,NA
java,HumanEval_118_get_closest_vowel,incoder,keep,0.00,NA,NA
scala,HumanEval_77_iscube,incoder,keep,0.00,NA,NA
js,HumanEval_155_even_odd_count,davinci,transform,0.00,NA,NA
go,HumanEval_127_intersection,incoder,reworded,0.00,0.05,0.50
swift,HumanEval_160_do_algebra,incoder,keep,0.00,NA,NA
ts,HumanEval_80_is_happy,incoder,reworded,0.00,0.00,0.00
d,HumanEval_131_digits,incoder,keep,0.00,NA,NA
cpp,HumanEval_105_by_length,incoder,transform,0.00,NA,NA
php,HumanEval_90_next_smallest,incoder,transform,0.00,NA,NA
php,HumanEval_124_valid_date,incoder,reworded,0.04,0.31,0.99
lua,HumanEval_74_total_match,incoder,remove,0.00,NA,NA
cpp,HumanEval_28_concatenate,davinci,keep,1.00,NA,NA
scala,HumanEval_154_cycpattern_check,davinci,remove,0.11,NA,NA
rkt,HumanEval_36_fizz_buzz,davinci,remove,0.00,NA,NA
jl,HumanEval_88_sort_array,incoder,keep,0.00,NA,NA
pl,HumanEval_53_add,davinci,remove,1.00,NA,NA
php,HumanEval_122_add_elements,davinci,remove,0.96,NA,NA
rkt,HumanEval_117_select_words,davinci,reworded,0.01,0.00,0.00
ts,HumanEval_84_solve,davinci,reworded,0.00,0.00,0.00
ts,HumanEval_11_string_xor,davinci,keep,0.99,NA,NA
r,HumanEval_15_string_sequence,incoder,remove,0.92,NA,NA
r,HumanEval_21_rescale_to_unit,davinci,keep,0.40,NA,NA
sh,HumanEval_14_all_prefixes,davinci,transform,0.03,NA,NA
py,HumanEval_125_split_words,incoder,remove,0.00,NA,NA
r,HumanEval_113_odd_count,incoder,transform,0.00,NA,NA
rs,HumanEval_158_find_max,davinci,remove,0.00,NA,NA
ts,HumanEval_6_parse_nested_parens,davinci,remove,0.80,NA,NA
rkt,HumanEval_23_strlen,incoder,remove,0.77,NA,NA
js,HumanEval_162_string_to_md5,davinci,transform,0.00,NA,NA
r,HumanEval_0_has_close_elements,incoder,transform,0.05,NA,NA
cs,HumanEval_127_intersection,incoder,remove,0.01,NA,NA
pl,HumanEval_157_right_angle_triangle,davinci,transform,0.02,NA,NA
swift,HumanEval_8_sum_product,incoder,remove,0.58,NA,NA
d,HumanEval_140_fix_spaces,incoder,remove,0.00,NA,NA
go,HumanEval_123_get_odd_collatz,davinci,reworded,0.00,0.05,0.50
js,HumanEval_40_triples_sum_to_zero,incoder,keep,0.03,NA,NA
r,HumanEval_53_add,davinci,transform,0.99,NA,NA
cs,HumanEval_73_smallest_change,davinci,transform,0.25,NA,NA
cs,HumanEval_98_count_upper,davinci,transform,0.46,NA,NA
lua,HumanEval_74_total_match,davinci,transform,0.05,NA,NA
r,HumanEval_84_solve,davinci,remove,0.00,NA,NA
php,HumanEval_73_smallest_change,incoder,transform,0.00,NA,NA
js,HumanEval_86_anti_shuffle,davinci,transform,0.65,NA,NA
rb,HumanEval_149_sorted_list_sum,incoder,transform,0.00,NA,NA
sh,HumanEval_22_filter_integers,davinci,remove,0.17,NA,NA
js,HumanEval_88_sort_array,incoder,transform,0.00,NA,NA
go,HumanEval_96_count_up_to,davinci,keep,0.16,NA,NA
rs,HumanEval_150_x_or_y,davinci,reworded,0.00,0.34,1.00
cs,HumanEval_57_monotonic,incoder,reworded,0.02,0.05,0.50
py,HumanEval_102_choose_num,incoder,reworded,0.00,0.10,0.75
cpp,HumanEval_58_common,incoder,keep,0.01,NA,NA
sh,HumanEval_54_same_chars,davinci,keep,0.00,NA,NA
swift,HumanEval_23_strlen,incoder,reworded,0.69,0.93,1.00
jl,HumanEval_124_valid_date,incoder,transform,0.00,NA,NA
cs,HumanEval_101_words_string,davinci,transform,0.00,NA,NA
java,HumanEval_13_greatest_common_divisor,davinci,remove,1.00,NA,NA
rkt,HumanEval_162_string_to_md5,incoder,remove,0.00,NA,NA
php,HumanEval_109_move_one_ball,davinci,keep,0.05,NA,NA
ts,HumanEval_19_sort_numbers,davinci,remove,0.71,NA,NA
lua,HumanEval_12_longest,davinci,remove,1.00,NA,NA
rkt,HumanEval_138_is_equal_to_sum_even,davinci,reworded,0.01,0.10,0.75
rs,HumanEval_69_search,davinci,keep,0.00,NA,NA
pl,HumanEval_124_valid_date,davinci,transform,0.71,NA,NA
jl,HumanEval_153_Strongest_Extension,incoder,reworded,0.00,0.00,0.00
rb,HumanEval_158_find_max,davinci,remove,0.03,NA,NA
pl,HumanEval_126_is_sorted,incoder,keep,0.00,NA,NA
swift,HumanEval_94_skjkasdkd,davinci,keep,0.01,NA,NA
go,HumanEval_84_solve,davinci,transform,0.00,NA,NA
rs,HumanEval_155_even_odd_count,davinci,remove,0.00,NA,NA
rb,HumanEval_37_sort_even,davinci,remove,0.00,NA,NA
lua,HumanEval_66_digitSum,incoder,reworded,0.00,0.05,0.50
rb,HumanEval_29_filter_by_prefix,incoder,remove,1.00,NA,NA
java,HumanEval_157_right_angle_triangle,davinci,transform,0.15,NA,NA
py,HumanEval_136_largest_smallest_integers,incoder,transform,0.02,NA,NA
sh,HumanEval_126_is_sorted,incoder,transform,0.00,NA,NA
lua,HumanEval_127_intersection,incoder,transform,0.00,NA,NA
js,HumanEval_111_histogram,davinci,remove,0.00,NA,NA
rs,HumanEval_13_greatest_common_divisor,incoder,transform,0.03,NA,NA
jl,HumanEval_45_triangle_area,incoder,remove,0.01,NA,NA
cpp,HumanEval_43_pairs_sum_to_zero,davinci,reworded,0.98,1.00,1.00
java,HumanEval_21_rescale_to_unit,davinci,transform,0.98,NA,NA
d,HumanEval_67_fruit_distribution,incoder,remove,0.00,NA,NA
cpp,HumanEval_0_has_close_elements,incoder,reworded,0.10,0.34,1.00
rs,HumanEval_70_strange_sort_list,incoder,remove,0.00,NA,NA
jl,HumanEval_30_get_positive,davinci,keep,1.00,NA,NA
swift,HumanEval_35_max_element,incoder,reworded,0.55,0.92,1.00
py,HumanEval_141_file_name_check,incoder,reworded,0.00,0.00,0.00
js,HumanEval_19_sort_numbers,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_114_minSubArraySum,davinci,reworded,0.64,1.00,1.00
rs,HumanEval_132_is_nested,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_141_file_name_check,davinci,reworded,0.04,0.38,1.00
scala,HumanEval_51_remove_vowels,davinci,reworded,0.74,1.00,1.00
jl,HumanEval_111_histogram,davinci,keep,0.00,NA,NA
php,HumanEval_154_cycpattern_check,davinci,keep,0.38,NA,NA
go,HumanEval_36_fizz_buzz,davinci,reworded,0.50,0.96,1.00
php,HumanEval_37_sort_even,davinci,reworded,0.22,0.60,1.00
r,HumanEval_35_max_element,incoder,remove,0.95,NA,NA
rb,HumanEval_34_unique,incoder,transform,0.00,NA,NA
rb,HumanEval_122_add_elements,davinci,reworded,0.46,0.99,1.00
swift,HumanEval_115_max_fill,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_44_change_base,incoder,reworded,0.46,0.05,0.50
java,HumanEval_144_simplify,incoder,reworded,0.00,0.00,0.00
py,HumanEval_103_rounded_avg,incoder,remove,0.00,NA,NA
js,HumanEval_56_correct_bracketing,incoder,remove,0.00,NA,NA
cs,HumanEval_70_strange_sort_list,davinci,remove,0.00,NA,NA
go,HumanEval_161_solve,incoder,remove,0.00,NA,NA
rb,HumanEval_55_fib,incoder,remove,0.38,NA,NA
swift,HumanEval_29_filter_by_prefix,incoder,transform,0.08,NA,NA
scala,HumanEval_84_solve,davinci,remove,0.00,NA,NA
lua,HumanEval_148_bf,davinci,transform,0.67,NA,NA
rkt,HumanEval_104_unique_digits,incoder,transform,0.00,NA,NA
lua,HumanEval_132_is_nested,davinci,reworded,0.00,0.00,0.00
pl,HumanEval_140_fix_spaces,incoder,keep,0.00,NA,NA
cpp,HumanEval_102_choose_num,incoder,transform,0.00,NA,NA
pl,HumanEval_10_make_palindrome,davinci,transform,0.03,NA,NA
js,HumanEval_135_can_arrange,incoder,reworded,0.00,0.19,0.94
jl,HumanEval_118_get_closest_vowel,davinci,keep,0.00,NA,NA
swift,HumanEval_85_add,incoder,transform,0.00,NA,NA
swift,HumanEval_107_even_odd_palindrome,incoder,transform,0.00,NA,NA
swift,HumanEval_15_string_sequence,incoder,transform,0.00,NA,NA
jl,HumanEval_56_correct_bracketing,davinci,remove,0.62,NA,NA
cs,HumanEval_9_rolling_max,davinci,reworded,0.00,0.00,0.00
rs,HumanEval_114_minSubArraySum,incoder,remove,0.00,NA,NA
ts,HumanEval_100_make_a_pile,davinci,remove,0.00,NA,NA
php,HumanEval_133_sum_squares,incoder,keep,0.00,NA,NA
scala,HumanEval_88_sort_array,davinci,keep,0.73,NA,NA
cpp,HumanEval_34_unique,incoder,transform,0.24,NA,NA
jl,HumanEval_31_is_prime,incoder,remove,0.00,NA,NA
r,HumanEval_17_parse_music,davinci,keep,0.01,NA,NA
ts,HumanEval_73_smallest_change,incoder,remove,0.00,NA,NA
lua,HumanEval_80_is_happy,incoder,remove,0.00,NA,NA
cpp,HumanEval_53_add,incoder,reworded,1.00,1.00,1.00
js,HumanEval_107_even_odd_palindrome,davinci,reworded,0.24,0.93,1.00
go,HumanEval_131_digits,davinci,keep,0.07,NA,NA
scala,HumanEval_130_tri,davinci,keep,0.01,NA,NA
rs,HumanEval_109_move_one_ball,incoder,keep,0.00,NA,NA
rkt,HumanEval_5_intersperse,davinci,transform,0.78,NA,NA
rs,HumanEval_98_count_upper,incoder,keep,0.00,NA,NA
rb,HumanEval_132_is_nested,davinci,remove,0.00,NA,NA
lua,HumanEval_56_correct_bracketing,davinci,keep,0.95,NA,NA
r,HumanEval_108_count_nums,davinci,reworded,0.00,0.05,0.50
rs,HumanEval_10_make_palindrome,davinci,reworded,0.01,0.10,0.75
sh,HumanEval_109_move_one_ball,incoder,keep,0.00,NA,NA
d,HumanEval_155_even_odd_count,incoder,keep,0.00,NA,NA
rs,HumanEval_1_separate_paren_groups,davinci,keep,0.94,NA,NA
rb,HumanEval_143_words_in_sentence,davinci,transform,0.00,NA,NA
rb,HumanEval_94_skjkasdkd,incoder,remove,0.00,NA,NA
rkt,HumanEval_95_check_dict_case,davinci,remove,0.00,NA,NA
py,HumanEval_91_is_bored,davinci,keep,0.02,NA,NA
pl,HumanEval_159_eat,davinci,remove,0.11,NA,NA
scala,HumanEval_94_skjkasdkd,incoder,reworded,0.00,0.00,0.00
rkt,HumanEval_66_digitSum,incoder,keep,0.00,NA,NA
sh,HumanEval_93_encode,incoder,remove,0.00,NA,NA
d,HumanEval_113_odd_count,davinci,reworded,0.00,0.00,0.00
pl,HumanEval_39_prime_fib,davinci,reworded,0.00,0.00,0.00
rb,HumanEval_107_even_odd_palindrome,incoder,transform,0.00,NA,NA
r,HumanEval_7_filter_by_substring,incoder,transform,0.00,NA,NA
scala,HumanEval_60_sum_to_n,incoder,transform,0.00,NA,NA
js,HumanEval_68_pluck,incoder,keep,0.01,NA,NA
rs,HumanEval_150_x_or_y,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_108_count_nums,davinci,remove,0.00,NA,NA
pl,HumanEval_61_correct_bracketing,davinci,keep,0.00,NA,NA
cs,HumanEval_85_add,davinci,remove,1.00,NA,NA
lua,HumanEval_101_words_string,davinci,reworded,0.85,1.00,1.00
go,HumanEval_109_move_one_ball,incoder,keep,0.01,NA,NA
rs,HumanEval_16_count_distinct_characters,incoder,reworded,0.00,0.00,0.00
scala,HumanEval_0_has_close_elements,davinci,remove,0.99,NA,NA
scala,HumanEval_128_prod_signs,incoder,remove,0.00,NA,NA
lua,HumanEval_10_make_palindrome,davinci,remove,0.03,NA,NA
php,HumanEval_92_any_int,davinci,remove,0.16,NA,NA
ts,HumanEval_134_check_if_last_char_is_a_letter,davinci,keep,0.03,NA,NA
ts,HumanEval_146_specialFilter,davinci,remove,0.00,NA,NA
cpp,HumanEval_79_decimal_to_binary,incoder,remove,0.00,NA,NA
jl,HumanEval_156_int_to_mini_roman,incoder,remove,0.00,NA,NA
ts,HumanEval_125_split_words,davinci,transform,0.03,NA,NA
rb,HumanEval_73_smallest_change,davinci,reworded,0.07,0.94,1.00
go,HumanEval_58_common,davinci,reworded,0.00,0.10,0.75
d,HumanEval_25_factorize,incoder,transform,0.00,NA,NA
ts,HumanEval_20_find_closest_elements,incoder,transform,0.00,NA,NA
js,HumanEval_64_vowels_count,incoder,reworded,0.00,0.00,0.00
rs,HumanEval_139_special_factorial,incoder,transform,0.00,NA,NA
go,HumanEval_155_even_odd_count,davinci,transform,0.00,NA,NA
r,HumanEval_103_rounded_avg,davinci,reworded,0.00,0.00,0.00
cs,HumanEval_52_below_threshold,incoder,reworded,0.00,0.77,1.00
r,HumanEval_107_even_odd_palindrome,incoder,reworded,0.00,0.00,0.00
ts,HumanEval_96_count_up_to,incoder,keep,0.01,NA,NA
pl,HumanEval_54_same_chars,davinci,reworded,0.26,0.34,1.00
d,HumanEval_115_max_fill,incoder,keep,0.00,NA,NA
cs,HumanEval_13_greatest_common_divisor,davinci,keep,1.00,NA,NA
java,HumanEval_99_closest_integer,incoder,transform,0.00,NA,NA
sh,HumanEval_20_find_closest_elements,davinci,transform,0.01,NA,NA
go,HumanEval_68_pluck,incoder,transform,0.00,NA,NA
r,HumanEval_101_words_string,davinci,remove,0.00,NA,NA
jl,HumanEval_47_median,incoder,remove,0.00,NA,NA
lua,HumanEval_16_count_distinct_characters,incoder,keep,0.00,NA,NA
cpp,HumanEval_69_search,davinci,keep,0.25,NA,NA
java,HumanEval_87_get_row,davinci,reworded,0.00,0.00,0.00
r,HumanEval_75_is_multiply_prime,incoder,transform,0.00,NA,NA
java,HumanEval_23_strlen,davinci,keep,1.00,NA,NA
ts,HumanEval_145_order_by_points,davinci,keep,0.00,NA,NA
rs,HumanEval_140_fix_spaces,davinci,keep,0.11,NA,NA
scala,HumanEval_87_get_row,davinci,transform,0.80,NA,NA
d,HumanEval_122_add_elements,davinci,remove,0.95,NA,NA
ts,HumanEval_90_next_smallest,davinci,remove,0.00,NA,NA
lua,HumanEval_20_find_closest_elements,davinci,keep,0.00,NA,NA
js,HumanEval_163_generate_integers,davinci,keep,0.00,NA,NA
go,HumanEval_141_file_name_check,davinci,transform,0.00,NA,NA
rs,HumanEval_144_simplify,davinci,transform,0.17,NA,NA
java,HumanEval_44_change_base,davinci,remove,1.00,NA,NA
rs,HumanEval_132_is_nested,incoder,keep,0.00,NA,NA
scala,HumanEval_102_choose_num,davinci,reworded,0.07,0.92,1.00
jl,HumanEval_92_any_int,davinci,keep,0.00,NA,NA
pl,HumanEval_40_triples_sum_to_zero,davinci,reworded,0.95,1.00,1.00
rb,HumanEval_62_derivative,incoder,remove,0.00,NA,NA
r,HumanEval_6_parse_nested_parens,incoder,remove,0.00,NA,NA
pl,HumanEval_53_add,incoder,reworded,0.01,0.57,1.00
java,HumanEval_21_rescale_to_unit,incoder,remove,0.00,NA,NA
rs,HumanEval_155_even_odd_count,incoder,reworded,0.00,0.00,0.00
php,HumanEval_128_prod_signs,davinci,reworded,0.82,1.00,1.00
py,HumanEval_59_largest_prime_factor,davinci,keep,0.57,NA,NA
java,HumanEval_35_max_element,davinci,keep,0.98,NA,NA
jl,HumanEval_121_solution,davinci,keep,0.80,NA,NA
sh,HumanEval_108_count_nums,incoder,keep,0.00,NA,NA
cs,HumanEval_159_eat,davinci,transform,0.00,NA,NA
php,HumanEval_20_find_closest_elements,davinci,keep,0.06,NA,NA
java,HumanEval_123_get_odd_collatz,davinci,keep,0.14,NA,NA
rkt,HumanEval_24_largest_divisor,davinci,keep,0.23,NA,NA
go,HumanEval_151_double_the_difference,davinci,remove,0.23,NA,NA
swift,HumanEval_91_is_bored,incoder,keep,0.01,NA,NA
java,HumanEval_17_parse_music,davinci,keep,0.95,NA,NA
sh,HumanEval_104_unique_digits,davinci,keep,0.02,NA,NA
cs,HumanEval_157_right_angle_triangle,incoder,remove,0.00,NA,NA
lua,HumanEval_36_fizz_buzz,incoder,keep,0.00,NA,NA
lua,HumanEval_84_solve,davinci,keep,0.00,NA,NA
d,HumanEval_138_is_equal_to_sum_even,davinci,remove,0.12,NA,NA
cs,HumanEval_49_modp,davinci,keep,0.14,NA,NA
js,HumanEval_94_skjkasdkd,davinci,reworded,0.01,0.77,1.00
py,HumanEval_14_all_prefixes,davinci,remove,0.94,NA,NA
pl,HumanEval_30_get_positive,davinci,transform,0.19,NA,NA
rb,HumanEval_160_do_algebra,davinci,transform,0.00,NA,NA
scala,HumanEval_25_factorize,davinci,remove,0.73,NA,NA
r,HumanEval_135_can_arrange,davinci,reworded,0.00,0.05,0.50
jl,HumanEval_124_valid_date,incoder,keep,0.00,NA,NA
d,HumanEval_27_flip_case,incoder,remove,0.00,NA,NA
r,HumanEval_144_simplify,davinci,remove,0.44,NA,NA
lua,HumanEval_151_double_the_difference,incoder,remove,0.00,NA,NA
pl,HumanEval_162_string_to_md5,davinci,transform,0.00,NA,NA
js,HumanEval_43_pairs_sum_to_zero,davinci,reworded,0.96,1.00,1.00
pl,HumanEval_91_is_bored,davinci,reworded,0.20,0.85,1.00
cs,HumanEval_158_find_max,incoder,keep,0.00,NA,NA
swift,HumanEval_63_fibfib,incoder,transform,0.00,NA,NA
ts,HumanEval_114_minSubArraySum,incoder,transform,0.00,NA,NA
r,HumanEval_122_add_elements,davinci,transform,0.00,NA,NA
d,HumanEval_77_iscube,davinci,reworded,0.01,0.50,1.00
r,HumanEval_75_is_multiply_prime,incoder,keep,0.00,NA,NA
php,HumanEval_81_numerical_letter_grade,incoder,transform,0.00,NA,NA
php,HumanEval_23_strlen,davinci,keep,0.00,NA,NA
js,HumanEval_144_simplify,incoder,reworded,0.00,0.00,0.00
rb,HumanEval_160_do_algebra,incoder,keep,0.00,NA,NA
scala,HumanEval_37_sort_even,incoder,keep,0.00,NA,NA
py,HumanEval_161_solve,incoder,remove,0.00,NA,NA
pl,HumanEval_26_remove_duplicates,davinci,remove,0.01,NA,NA
r,HumanEval_44_change_base,incoder,transform,0.00,NA,NA
rkt,HumanEval_89_encrypt,davinci,remove,0.00,NA,NA
py,HumanEval_130_tri,davinci,keep,0.00,NA,NA
swift,HumanEval_119_match_parens,davinci,keep,0.00,NA,NA
sh,HumanEval_45_triangle_area,davinci,transform,0.02,NA,NA
jl,HumanEval_84_solve,incoder,remove,0.00,NA,NA
php,HumanEval_110_exchange,davinci,transform,0.10,NA,NA
scala,HumanEval_91_is_bored,incoder,remove,0.00,NA,NA
cpp,HumanEval_123_get_odd_collatz,davinci,reworded,0.05,0.70,1.00
cs,HumanEval_155_even_odd_count,incoder,reworded,0.03,0.05,0.50
cs,HumanEval_3_below_zero,davinci,reworded,0.99,1.00,1.00
sh,HumanEval_43_pairs_sum_to_zero,davinci,reworded,0.15,0.95,1.00
sh,HumanEval_42_incr_list,incoder,remove,0.14,NA,NA
d,HumanEval_41_car_race_collision,davinci,transform,0.02,NA,NA
r,HumanEval_95_check_dict_case,davinci,reworded,0.01,0.34,1.00
ts,HumanEval_155_even_odd_count,incoder,keep,0.00,NA,NA
rkt,HumanEval_16_count_distinct_characters,incoder,remove,0.00,NA,NA
go,HumanEval_59_largest_prime_factor,incoder,transform,0.04,NA,NA
swift,HumanEval_98_count_upper,incoder,remove,0.00,NA,NA
sh,HumanEval_69_search,incoder,keep,0.00,NA,NA
java,HumanEval_74_total_match,incoder,keep,0.00,NA,NA
php,HumanEval_66_digitSum,davinci,remove,0.90,NA,NA
rb,HumanEval_95_check_dict_case,incoder,reworded,0.00,0.00,0.00
lua,HumanEval_75_is_multiply_prime,incoder,reworded,0.00,0.00,0.00
py,HumanEval_90_next_smallest,davinci,remove,0.00,NA,NA
java,HumanEval_33_sort_third,incoder,keep,0.00,NA,NA
ts,HumanEval_97_multiply,incoder,keep,0.00,NA,NA
r,HumanEval_9_rolling_max,davinci,keep,0.34,NA,NA
go,HumanEval_139_special_factorial,davinci,transform,0.00,NA,NA
rkt,HumanEval_126_is_sorted,incoder,keep,0.00,NA,NA
ts,HumanEval_58_common,davinci,remove,0.05,NA,NA
lua,HumanEval_96_count_up_to,incoder,remove,0.00,NA,NA
scala,HumanEval_156_int_to_mini_roman,davinci,reworded,0.95,0.98,1.00
cpp,HumanEval_158_find_max,incoder,keep,0.00,NA,NA
go,HumanEval_35_max_element,incoder,keep,1.00,NA,NA
go,HumanEval_1_separate_paren_groups,davinci,transform,0.03,NA,NA
swift,HumanEval_75_is_multiply_prime,incoder,reworded,0.00,0.00,0.00
rb,HumanEval_85_add,incoder,transform,0.00,NA,NA
py,HumanEval_51_remove_vowels,incoder,keep,0.19,NA,NA
swift,HumanEval_72_will_it_fly,davinci,transform,0.79,NA,NA
go,HumanEval_115_max_fill,incoder,transform,0.00,NA,NA
js,HumanEval_159_eat,davinci,remove,0.07,NA,NA
swift,HumanEval_87_get_row,incoder,reworded,0.00,0.00,0.00
js,HumanEval_138_is_equal_to_sum_even,incoder,reworded,0.00,0.00,0.00
d,HumanEval_40_triples_sum_to_zero,davinci,remove,0.16,NA,NA
jl,HumanEval_35_max_element,davinci,remove,1.00,NA,NA
